Sample__ID,Landcover,Hill__side,Date,Time,Scientific__name,Common_name_species,DBH (cm),Average_DBH_plot,STD_DBH_Plot,Average_DBH_Landcovertype,STD_DBH_Landcover,Basal area cm2,Cumulative_Basal_Area_perPlot,Cumulative_Basal_Area_Hectar,Average_BasalArea_Per_Ha,STD_BasalArea,Height (m),Average_Height_Plot,Average_Height_Landcovertype,STD_Height,Native,AGB Chave 2014 Eq. 4 (kg),AGB Chave Eq. 2005,AGB_Total_individual,Carbon_Stock_individual (kg),Cumulative_AGB_Plot,Cumulative_AGB_Per_Ha,Average_Biomass,STD_AGB,Average_AGC,STD_AGC,Weather,Latitudine_field_data,Longitudine_field_data,SOC,Total__N,Available__P,Air__T,Air__humidity,Soil_T,Soil_h,Soil_pH,Grass__cover,Shrubs__cover,Tree__cover,Average_densiometer_per_landcovertype,Barangay,Elevation,Mean_elevation,pH_kit
I3SB,10 years old,S,4/09/2024,10:27,Macaranga tanarius (Linn.),Minonga,5.3,NA,NA,,,22.064695,,,,,NA,,,,N,NA,5.390541245,5.390541245,2.533554385,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Macaranga tanarius (Linn.),Minonga,10.9,NA,NA,,,93.325255,,,,,NA,,,,N,NA,36.09844426,36.09844426,16.9662688,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Acacia mangium,Mangium,9.4,NA,NA,,,69.40678,,,,,NA,,,,E,NA,30.03428268,30.03428268,14.11611286,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Macaranga tanarius (Linn.),Minonga,5.2,NA,NA,,,21.23992,,,,,NA,,,,N,NA,5.129812603,5.129812603,2.411011923,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Macaranga tanarius (Linn.),Minonga,6.4,NA,NA,,,32.17408,,,,,NA,,,,N,NA,8.827796384,8.827796384,4.1490643,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Macaranga tanarius (Linn.),Minonga,5.4,NA,NA,,,22.90518,,,,,NA,,,,N,NA,5.659539906,5.659539906,2.659983756,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Hibiscus tiliaceus,Malabago,17.3,NA,NA,,,235.092295,,,,,NA,,,,N,NA,162.9454624,162.9454624,76.58436733,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Hibiscus tiliaceus,Malabago,11.8,NA,NA,,,109.37302,,,,,NA,,,,N,NA,59.07654914,59.07654914,27.7659781,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Hibiscus tiliaceus,Malabago,16.2,NA,NA,,,206.14662,,,,,NA,,,,N,NA,136.9531481,136.9531481,64.36797961,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,10.8,NA,NA,,,91.62072,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,6.3,NA,NA,,,31.176495,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,10.9,NA,NA,,,93.325255,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Macaranga tanarius (Linn.),Minonga,9.4,NA,NA,,,69.40678,,,,,NA,,,,N,NA,24.36743689,24.36743689,11.45269534,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Hibiscus tiliaceus,Malabago,16.7,NA,NA,,,219.068095,,,,,NA,,,,N,NA,148.4248535,148.4248535,69.75968115,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Acacia mangium,Mangium,22.5,NA,NA,,,397.659375,,,,,24.1,,,,E,352.5471611,302.6212438,352.5471611,165.6971657,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I3SB,10 years old,S,4/09/2024,10:27,Ficus congesta,Malatibig,9.3,NA,NA,,,67.937895,,,,,NA,,,,E,NA,21.48259595,21.48259595,10.0968201,,,,,0,0,Sunny/Cloudy/occasional wind,HIDED,HIDED,NA,NA,NA,30.8,77.1,28,68.33333333,5.666666667,0-20,20-40,0-20,91.16,HIDED,307,,5.5
I4NB,10 years old,N,4/09/2024,12:55,Homalanthus populneus,Balanti,5.4,23.28695652,10.4192263,,,22.90518,11673.17411,291829.3528,,,NA,22.96666667,,,N,NA,5.001453871,5.001453871,2.350683319,9499.113229,237477.8307,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,16.4,NA,NA,,,211.26808,,,,,NA,,,,E,NA,131.5459135,131.5459135,61.82657935,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,37.1,NA,NA,,,1081.170055,,,,,21.2,,,,E,825.7146401,1102.413591,825.7146401,388.0858808,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,38.5,NA,NA,,,1164.307375,,,,,23.5,,,,E,981.4990657,1211.150823,981.4990657,461.3045609,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Macaranga tanarius (Linn.),Minonga,8.5,NA,NA,,,56.752375,,,,,NA,,,,N,NA,18.66243459,18.66243459,8.771344257,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Ficus nota ,Tibig,17.5,NA,NA,,,240.559375,,,,,NA,,,,N,NA,114.9276257,114.9276257,54.01598408,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,38.8,NA,NA,,,1182.52312,,,,,20.4,,,,E,867.9743369,1235.219191,867.9743369,407.9479383,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,36.3,NA,NA,,,1035.045495,,,,,25.9,,,,E,962.1141784,1042.910562,962.1141784,452.1936638,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,34.4,NA,NA,,,929.52928,,,,,NA,,,,E,NA,909.1813282,909.1813282,427.3152243,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Macaranga tanarius (Linn.),Minonga,12.7,NA,NA,,,126.693295,,,,,NA,,,,N,NA,54.1744292,54.1744292,25.46198172,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,24.4,NA,NA,,,467.65528,,,,,NA,,,,E,NA,374.0851353,374.0851353,175.8200136,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,36.4,NA,NA,,,1040.75608,,,,,NA,,,,E,NA,1050.244299,1050.244299,493.6148205,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,27,NA,NA,,,572.6295,,,,,NA,,,,E,NA,486.926204,486.926204,228.8553159,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Ficus nota ,Tibig,7,NA,NA,,,38.4895,,,,,NA,,,,N,NA,10.13480922,10.13480922,4.763360333,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,21.2,NA,NA,,,353.03512,,,,,NA,,,,E,NA,258.8831397,258.8831397,121.6750757,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,20.5,NA,NA,,,330.106375,,,,,NA,,,,E,NA,237.0204306,237.0204306,111.3996024,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,27.7,NA,NA,,,602.706295,,,,,NA,,,,E,NA,520.3654236,520.3654236,244.5717491,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,28.4,NA,NA,,,633.55288,,,,,22.3,,,,E,514.9099203,555.1288623,514.9099203,242.0076625,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,21.1,NA,NA,,,349.712455,,,,,NA,,,,E,NA,255.6882886,255.6882886,120.1734956,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Ficus heteropoda,Alangas,13.4,NA,NA,,,141.04438,,,,,NA,,,,N,NA,56.6577655,56.6577655,26.62914979,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,20.5,NA,NA,,,330.106375,,,,,NA,,,,E,NA,237.0204306,237.0204306,111.3996024,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,15.2,NA,NA,,,181.48192,,,,,NA,,,,E,NA,107.5665124,107.5665124,50.55626083,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
I4NB,10 years old,N,4/09/2024,12:55,Acacia mangium,Mangium,27.2,NA,NA,,,581.14432,,,,,24.5,,,,E,518.8154636,496.345923,518.8154636,243.8432679,,,,,0,0,Sunny/Cloudy,HIDED,HIDED,NA,NA,NA,29.7,71.9,27.33333333,43,6.4,0-20,40-60,0-20,91.16,HIDED,294,,5
O1SB,24 years old,S,30/08/2024,13:40,Acacia mangium,Mangium,58.6,25.2,24.0484303,15.56774843,14.1,2697.37558,19560.81949,489020.4873,272978.0892,145838.1076,20,17.8,14.82619048,5.9,E,1903.924556,3445.168754,1903.924556,894.8445413,13710.81625,342770.4063,178479.6441,112061.09,83885.4,52668.7,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,314.0780142,4.75
O1SB,24 years old,S,30/08/2024,13:40,Artocarpus nitidus (A. lamellosus) ,Kubi,6.2,NA,NA,,,30.19462,,,,,NA,,,,N,NA,9.06649116,9.06649116,4.261250845,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Gmelina Arborea,Gmelina Arboria,5.1,NA,NA,,,20.430855,,,,,NA,,,,E,NA,4.877245242,4.877245242,2.292305264,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Pterocymbium tinctorium,Taluto,15.1,NA,NA,,,179.101855,,,,,NA,,,,E,NA,55.84203874,55.84203874,26.24575821,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Ficus nota ,Tibig,6.4,NA,NA,,,32.17408,,,,,NA,,,,N,NA,8.006606022,8.006606022,3.76310483,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Gmelina Arborea,Gmelina Arboria,35.8,NA,NA,,,1006.72822,,,,,18.8,,,,E,558.5190694,816.7457709,558.5190694,262.5039626,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Commersonia bartramina (L.) Merr.,Suyapao,15.4,NA,NA,,,186.28918,,,,,NA,,,,N,NA,86.14492562,86.14492562,40.48811504,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Acacia mangium,Mangium,66,NA,NA,,,3421.638,,,,,16.6,,,,E,2002.089874,4593.911908,2002.089874,940.9822408,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Gmelina Arborea,Gmelina Arboria,25.3,NA,NA,,,502.790695,,,,,15.3,,,,E,231.9692245,333.5707277,231.9692245,109.0255355,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,13.2,NA,NA,,,136.86552,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,8.2,NA,NA,,,52.81702,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Gmelina Arborea,Gmelina Arboria,56.9,NA,NA,,,2543.142655,,,,,NA,,,,E,NA,2601.371908,2601.371908,1222.644797,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Gmelina Arborea,Gmelina Arboria,8.4,NA,NA,,,55.42488,,,,,NA,,,,E,NA,18.0867555,18.0867555,8.500775085,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Acacia mangium,Mangium,44.3,NA,NA,,,1541.535895,,,,,NA,,,,E,NA,1725.230247,1725.230247,810.8582161,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Acacia mangium,Mangium,78,NA,NA,,,4778.982,,,,,21,,,,E,3489.498444,6834.038266,3489.498444,1640.064269,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Gmelina Arborea,Gmelina Arboria,9.7,NA,NA,,,73.907695,,,,,NA,,,,E,NA,26.48538502,26.48538502,12.44813096,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Homalanthus populneus,Balanti,6,NA,NA,,,28.278,,,,,NA,,,,N,NA,6.586550659,6.586550659,3.09567881,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Gmelina Arborea,Gmelina Arboria,52.8,NA,NA,,,2189.84832,,,,,15.1,,,,E,962.8157683,2165.189664,962.8157683,452.5234111,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Gmelina Arborea,Gmelina Arboria,6.2,NA,NA,,,30.19462,,,,,NA,,,,E,NA,8.122064998,8.122064998,3.817370549,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Homalanthus populneus,Balanti,6.2,NA,NA,,,30.19462,,,,,NA,,,,N,NA,7.177638835,7.177638835,3.373490252,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O1SB,24 years old,S,30/08/2024,13:40,Homalanthus populneus,Balanti,5.4,NA,NA,,,22.90518,,,,,NA,,,,N,NA,5.001453871,5.001453871,2.350683319,,,,,0,0,Rain,HIDED,HIDED,NA,NA,NA,28.4,91,27,49.33333333,6.833333333,40-60,20-40,40-60,92.2,HIDED,352,,4.75
O2NB,24 years old,N,2/09/2024,10:33,Ficus latsoni,Tangilang Layugan,16.9,11.97083333,9.424819166,,,224.346655,8682.38286,217059.5715,,,NA,16.4,,,N,NA,104.8025111,104.8025111,49.25718022,4402.176097,110054.4024,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Leucyosyke capitellata,Anagasi,6.2,NA,NA,,,30.19462,,,,,NA,,,,N,NA,8.097427794,8.097427794,3.805791063,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,10.4,NA,NA,,,84.95968,,,,,NA,,,,N,NA,31.86637172,31.86637172,14.97719471,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Dendrocnide meyeniana,Lipang kalaban,8.3,NA,NA,,,54.113095,,,,,NA,,,,N,NA,17.46924389,17.46924389,8.210544628,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Dendrocnide meyeniana,Lipang kalaban,6.4,NA,NA,,,32.17408,,,,,NA,,,,N,NA,8.801018437,8.801018437,4.136478665,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Gmelina Arborea,Gmelina Arboria,29.9,NA,NA,,,702.244855,,,,,16.7,,,,E,350.0754956,514.4918455,350.0754956,164.5354829,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Artocarpus nitidus (A. lamellosus) ,Kubi,5.9,NA,NA,,,27.343255,,,,,NA,,,,N,NA,7.961681266,7.961681266,3.741990195,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,5.9,NA,NA,,,27.343255,,,,,NA,,,,N,NA,7.132339468,7.132339468,3.35219955,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Leucyosyke capitellata,Anagasi,5.4,NA,NA,,,22.90518,,,,,NA,,,,N,NA,5.642372444,5.642372444,2.651915049,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,5,NA,NA,,,19.6375,,,,,NA,,,,N,NA,4.632729699,4.632729699,2.177382959,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Leucyosyke capitellata,Anagasi,9.1,NA,NA,,,65.047255,,,,,NA,,,,N,NA,22.29134146,22.29134146,10.47693049,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Leucyosyke capitellata,Anagasi,16.7,NA,NA,,,219.068095,,,,,NA,,,,N,NA,111.6299814,111.6299814,52.46609126,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Leucyosyke capitellata,Anagasi,21.9,NA,NA,,,376.733655,,,,,NA,,,,N,NA,228.0358225,228.0358225,107.1768366,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,8.4,NA,NA,,,55.42488,,,,,NA,,,,N,NA,18.0867555,18.0867555,8.500775085,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
